,job_id,nb_tasks,task_execution_time,arriving_time,starting_time,finishing_time,dataset size,transfert time,nb replicas,optimal_replicas_number,nb_first_replicas_sended
42,35,4,1,314.2419332741318,333.0000000000072,1412.5999999998107,40960,53.056994818652846,8,,
43,31,16,10,257.6088828935752,258.0999999999902,1413.7999999998096,20480,29.04964539007092,32,,
44,34,16,70,306.21140581926693,307.0000000000013,1517.4999999997153,2048,2.9049645390070924,32,,
45,40,11,1,382.1527596606562,383.0000000000186,1582.2999999996564,2048,20.277227722772277,20,,
46,44,8,1,389.4560665630835,390.0000000000202,1586.099999999653,10240,14.797687861271676,15,,
47,36,14,50,331.92654311998683,333.0000000000072,1591.599999999648,10240,16.650406504065042,28,,
48,37,14,70,341.5635051712553,342.00000000000927,1668.8999999995776,40960,65.32695374800637,38,,
49,74,3,80,675.1872770485107,676.0000000000852,1686.9999999995612,2048,2.8287292817679557,3,,
50,41,7,10,382.6218350632251,383.0000000000186,1687.199999999561,20480,26.528497409326423,14,,
51,43,6,50,388.62451133849356,389.00000000001995,1695.2999999995536,10240,13.264248704663212,16,,
52,42,15,10,385.20822476669673,386.00000000001927,1705.4999999995443,10240,13.264248704663212,30,,
53,47,8,10,396.42769947180125,397.00000000002177,1727.4999999995243,10240,13.195876288659793,16,,
54,46,18,1,393.1707636721183,394.0000000000211,1729.2999999995227,1024,1.6331738437001595,33,,
55,50,13,1,415.6869360288716,416.0000000000261,1731.199999999521,10240,14.52482269503546,26,,
56,77,12,50,710.961573970264,712.0000000000933,1814.699999999445,2048,26.94736842105263,36,,
57,48,16,70,406.52504822714604,407.00000000002404,1854.199999999409,2048,3.282051282051282,28,,
58,60,6,1,535.6511497454442,536.0000000000533,1878.6999999993868,20480,31.31498470948012,22,,
59,90,1,50,837.1164907704806,838.000000000122,1977.0999999992973,2048,2.8287292817679557,1,,
60,51,9,70,418.03792119340903,419.0000000000268,1988.1999999992872,5120,6.640726329442283,18,,
61,53,18,100,448.7352423382642,449.0000000000336,2007.9999999992692,40960,56.80998613037448,40,,
62,82,4,10,736.9446593055283,738.0000000000992,2160.3999999991306,5120,7.398843930635838,8,,
63,63,8,70,565.5479641450751,566.0000000000601,2173.6999999991185,1024,1.5562310030395137,15,,
64,52,14,100,421.1437144048089,422.00000000002746,2179.699999999113,40960,52.78350515463917,32,,
65,56,19,100,470.4483408188768,471.0000000000386,2225.4999999990714,20480,28.40499306518724,41,,
66,58,2,1,485.29350739408005,486.000000000042,2227.2999999990698,20480,26.528497409326423,4,,
67,66,3,70,601.6160123891001,603.0000000000686,2361.6999999989475,40960,53.125810635538265,7,,
68,57,2,100,483.5093853860006,484.00000000004155,2371.199999998939,5120,7.071823204419889,4,,
69,69,11,10,608.8484687038223,609.0000000000699,2409.499999998904,5120,7.10124826629681,32,,
70,99,2,50,991.8464524034752,992.000000000157,2485.199999998835,2048,2.8287292817679557,2,,
71,93,14,80,868.1807951352675,869.000000000129,2502.3999999988196,1024,1.4524822695035462,21,,
72,71,10,70,639.8493538950434,640.000000000077,2516.7999999988065,5120,7.10124826629681,15,,
73,59,16,80,490.0650860610235,491.00000000004314,2524.3999999987996,20480,26.528497409326423,18,,
74,61,3,10,545.8676555500466,546.0000000000556,2543.499999998782,1024,8.325203252032521,5,,
75,62,20,1,554.0083762517212,555.0000000000576,2549.299999998777,40960,54.97986577181208,40,,
76,67,19,80,601.9422799373015,603.0000000000686,2558.6999999987684,20480,31.124620060790274,38,,
77,64,19,10,584.0536314915502,585.0000000000645,2589.4999999987403,20480,29.595375722543352,41,,
78,65,20,1,599.0147198139936,600.0000000000679,2591.3999999987386,20480,26.222791293213827,41,,
79,70,13,10,611.2181408425088,612.0000000000706,2595.299999998735,40960,62.24924012158055,27,,
80,72,3,1,660.7537823601623,662.100000000082,2597.0999999987334,10240,13.281452658884566,6,,
81,73,20,80,664.532445402581,665.0000000000827,2744.5999999985993,1024,1.420249653259362,21,,
82,76,12,1,704.8209519935278,705.0000000000917,2751.8999999985926,2048,2.6528497409326426,12,,
83,75,17,50,680.2229953619866,681.0000000000863,2840.2999999985122,2048,2.840499306518724,17,,
84,80,17,1,725.1116943921531,726.0000000000965,2841.9999999985107,40960,53.056994818652846,40,,
85,78,15,80,714.0387915130692,715.000000000094,2993.499999998373,40960,55.72789115646258,30,,
86,83,4,1,759.7551346684162,761.1000000001045,3076.799999998297,40960,52.445582586427655,8,,
87,84,18,10,764.8534043133449,765.0000000001054,3095.0999999982805,5120,7.071823204419889,32,,
88,86,11,10,827.3955278058338,828.0000000001197,3113.399999998264,40960,56.80998613037448,14,,
89,79,10,80,716.8707464710461,717.0000000000945,3146.6999999982336,40960,62.24924012158055,30,,
90,85,10,80,767.329313479849,768.0000000001061,3196.4999999981883,2048,2.745308310991957,22,,
91,98,2,50,972.129475159163,973.0000000001527,3242.5999999981464,5120,6.640726329442283,2,,
92,87,9,80,834.5193638786129,835.0000000001213,3315.0999999980804,10240,13.264248704663212,20,,
93,91,9,10,846.9902247421263,848.0000000001243,3329.899999998067,40960,56.80998613037448,18,,
94,81,18,50,728.1598628843451,729.0000000000972,3338.1999999980594,40960,56.80998613037448,49,,
95,89,14,50,835.9550941866274,837.0000000001218,3433.8999999979724,1024,1.4797687861271676,29,,
96,95,5,80,873.6436582579665,874.0000000001302,3566.9999999978513,1024,1.3111395646606914,5,,
97,92,15,80,862.696213057431,863.0000000001277,3587.099999997833,40960,56.80998613037448,30,,
98,96,12,80,929.1664174641494,930.0000000001429,3685.4999999977435,20480,26.528497409326423,24,,
99,97,5,70,936.6978173176541,973.0000000001527,3699.299999997731,2048,2.6391752577319587,5,,
